,CHR,START,END,SYMBOL,WestEurasia-Oceania,WestEurasia-America,WestEurasia-Africa,WestEurasia-EastAsia,WestEurasia-SouthAsia,WestEurasia-CentralAsiaSiberia,Oceania-America,Oceania-Africa,Oceania-EastAsia,Oceania-SouthAsia,Oceania-CentralAsiaSiberia,America-Africa,America-EastAsia,America-SouthAsia,America-CentralAsiaSiberia,Africa-EastAsia,Africa-SouthAsia,Africa-CentralAsiaSiberia,EastAsia-SouthAsia,EastAsia-CentralAsiaSiberia,SouthAsia-CentralAsiaSiberia
545,chrX,70392072,70408299,RNU6-1078P,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
546,chrX,70830310,70843220,HDAC8,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
547,chrX,70845768,70861622,HDAC8,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
548,chrX,70866353,70890959,HDAC8,0.01521,0.12313,0.01242,0.02171,0.01201,0.06886,0.12012,0.01566,0.01556,0.03452,0.05376,0.11463,0.08113,0.2029,0.0382,0.0145,0.027,0.05469,0.04152,0.03457,0.11668
549,chrX,70928181,70943212,HDAC8,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
550,chrX,71044032,71052253,PHKA1,0.01109,0.07077,0.00939,0.01309,0.02612,0.05661,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
551,chrX,71129813,71139342,PHKA1,0.01109,0.07077,0.00939,0.01309,0.02612,0.05661,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
552,chrX,71129813,71139342,PHKA1-AS1,0.01109,0.07077,0.00939,0.01309,0.02612,0.05661,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
553,chrX,71242871,71258150,DMRTC1B,0.01164,0.08112,0.00878,0.01142,0.02506,0.07453,0.09737,0.01684,0.0145,0.04742,0.07635,0.10232,0.06615,0.20409,0.02235,0.01429,0.03135,0.08791,0.04468,0.05632,0.17993
554,chrX,71330166,71345751,DMRTC1,0.01452,0.08929,0.0088,0.0143,0.02301,0.07655,0.0859,0.01963,0.01431,0.05457,0.06199,0.1085,0.06691,0.2063,0.02339,0.01657,0.02972,0.08725,0.05061,0.0516,0.17351
555,chrX,71351803,71359837,DMRTC1,0.01267,0.07691,0.0088,0.00978,0.0266,0.06327,0.08474,0.01882,0.01452,0.05464,0.05916,0.10232,0.07157,0.20409,0.02397,0.01328,0.03135,0.07968,0.0414,0.05473,0.16895
556,chrX,72020796,72112322,CHIC1,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
557,chrX,72906522,72925655,SLC16A2,0.0433,0.02078,0.02675,0.06521,0.0752,0.01932,0.12412,0.02173,0.01484,0.01753,0.03195,0.08187,0.13593,0.20238,0.0793,0.02471,0.03247,0.01575,0.01202,0.03423,0.04846
558,chrX,72906522,72925655,HNRNPA1P25,0.0433,0.02078,0.02675,0.06521,0.0752,0.01932,0.12412,0.02173,0.01484,0.01753,0.03195,0.08187,0.13593,0.20238,0.0793,0.02471,0.03247,0.01575,0.01202,0.03423,0.04846
559,chrX,73191469,73202859,NEXMIF,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
560,chrX,73251190,73261576,NEXMIF,0.0149,0.09723,0.00904,0.02139,0.02488,0.08024,0.09602,0.01882,0.01563,0.06051,0.06588,0.11463,0.06191,0.23046,0.02461,0.02125,0.03567,0.08791,0.07188,0.04339,0.18979
561,chrX,73262576,73272086,NEXMIF,0.0133,0.08971,0.00878,0.01829,0.02112,0.07317,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
562,chrX,73314442,73322571,NEXMIF,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
563,chrX,73511161,73519353,ABCB7,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
564,chrX,73548387,73558296,ABCB7,0.0133,0.08971,0.00878,0.01153,0.02112,0.07317,0.09602,0.01882,0.01431,0.04786,0.06588,0.11463,0.08113,0.2029,0.02461,0.0145,0.027,0.08791,0.04152,0.05986,0.16525
565,chrX,73559296,73572104,ABCB7,0.01059,0.08971,0.00878,0.01829,0.02112,0.07317,0.12012,0.01566,0.02024,0.03452,0.08551,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
566,chrX,73600075,73630609,UPRT,0.01059,0.06996,0.01032,0.01164,0.03128,0.05478,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
567,chrX,73630609,73646864,UPRT,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
568,chrX,73646864,73660662,UPRT,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
569,chrX,73662283,73677510,UPRT,0.0133,0.08971,0.00878,0.01829,0.02112,0.07317,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
570,chrX,73677510,73707595,UPRT,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
571,chrX,73737871,73747056,UPRT,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
572,chrX,73630609,73646864,BUD31P2,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
573,chrX,73630609,73646864,RNU6-562P,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
574,chrX,73646864,73660662,LOC124905200,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
575,chrX,73662283,73677510,LOC124905200,0.0133,0.08971,0.00878,0.01829,0.02112,0.07317,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
576,chrX,73677510,73707595,LOC124905200,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
577,chrX,73819794,73848764,ZDHHC15,0.01059,0.06996,0.01032,0.01164,0.03128,0.05478,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
578,chrX,73864075,73878545,ZDHHC15,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
579,chrX,73878545,73901150,ZDHHC15,0.01305,0.08315,0.00878,0.01404,0.02013,0.06827,0.09602,0.01882,0.01453,0.04786,0.06588,0.11463,0.07104,0.2029,0.02461,0.01741,0.027,0.08791,0.04934,0.05113,0.16525
580,chrX,73901150,73912933,ZDHHC15,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
581,chrX,73919218,73936482,ZDHHC15,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
582,chrX,75946439,75958183,ATRX,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
583,chrX,75973978,75984876,ATRX,0.01848,0.10504,0.00914,0.02223,0.01336,0.07251,0.09602,0.02249,0.01453,0.04786,0.05157,0.13081,0.07104,0.2029,0.03014,0.0221,0.02146,0.08279,0.04934,0.03874,0.13988
584,chrX,75998445,76011677,ATRX,0.01631,0.09725,0.00964,0.01905,0.0153,0.08168,0.09602,0.01882,0.01453,0.04786,0.06588,0.11463,0.07104,0.2029,0.02461,0.01741,0.027,0.08791,0.04934,0.05113,0.16525
585,chrX,76012878,76028783,ATRX,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
586,chrX,76037356,76048210,ATRX,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
587,chrX,76077205,76091749,ATRX,0.0133,0.08971,0.00878,0.01829,0.02112,0.07317,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
588,chrX,76135687,76154507,ATRX,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
589,chrX,76184755,76196569,ATRX,0.01059,0.08971,0.00878,0.01445,0.02112,0.07317,0.12012,0.01566,0.01748,0.03452,0.08551,0.11463,0.07104,0.2029,0.02461,0.01741,0.027,0.08791,0.04934,0.05113,0.16525
590,chrX,76255325,76263760,MAGT1,0.01119,0.09723,0.00904,0.01074,0.02488,0.06409,0.12012,0.01566,0.01449,0.04443,0.06832,0.11463,0.09225,0.23046,0.03014,0.01254,0.03567,0.07009,0.04486,0.0543,0.16264
591,chrX,76455481,76464177,ATP7A,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
592,chrX,76723390,76742763,CYSLTR1,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
593,chrX,78778051,78788927,TENT5D,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
594,chrX,78809710,78824060,TENT5D,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
595,chrX,78824060,78836726,TENT5D,0.01117,0.07611,0.00943,0.01343,0.0276,0.06047,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
596,chrX,78836726,78853005,TENT5D,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
597,chrX,78856110,78867273,TENT5D,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
598,chrX,79180263,79189879,BRWD3,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
599,chrX,79567763,79590959,HMGN5,0.01656,0.08268,0.00893,0.01564,0.02421,0.06659,0.0756,0.0203,0.0143,0.06427,0.04986,0.09022,0.06191,0.2029,0.02461,0.01638,0.03134,0.06861,0.05793,0.04339,0.16525
600,chrX,79607859,79629567,HMGN5,0.0133,0.08971,0.00878,0.01829,0.02112,0.07317,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
601,chrX,79669780,79677940,SH3BGRL,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
602,chrX,79719796,79730382,SH3BGRL,0.01451,0.08997,0.00885,0.02049,0.01756,0.07475,0.09602,0.02249,0.01563,0.04786,0.06588,0.13081,0.06191,0.2029,0.02461,0.02705,0.02146,0.1023,0.05793,0.04339,0.16525
603,chrX,82544619,82553016,RPS6KA6,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
604,chrX,82555824,82567961,RPS6KA6,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
605,chrX,82781228,82789286,HDX,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
606,chrX,82809262,82826735,HDX,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
607,chrX,82842533,82850791,HDX,0.01305,0.08315,0.00878,0.01761,0.02013,0.06827,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
608,chrX,82850791,82876621,HDX,0.01848,0.10504,0.01067,0.02223,0.01336,0.08911,0.09602,0.01882,0.01453,0.04786,0.06588,0.11463,0.07104,0.2029,0.02461,0.01741,0.027,0.08791,0.04934,0.05113,0.16525
609,chrX,82881923,82893634,HDX,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
610,chrX,82913849,82924632,HDX,0.01689,0.10527,0.00971,0.02497,0.01589,0.08783,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
611,chrX,83436103,83453259,APOOL,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
612,chrX,83462762,83473314,APOOL,0.01305,0.08315,0.00878,0.01761,0.02013,0.06827,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
613,chrX,83484386,83494332,APOOL,0.01631,0.09725,0.00964,0.02381,0.0153,0.08168,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
614,chrX,83522406,83531623,SATL1,0.0133,0.08971,0.00878,0.01829,0.02112,0.07317,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
615,chrX,83573213,83582152,SATL1,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
616,chrX,83652132,83670618,SATL1,0.01631,0.09725,0.00964,0.01905,0.02057,0.08168,0.09602,0.01882,0.01453,0.06051,0.06588,0.11463,0.07104,0.23046,0.02461,0.01741,0.03567,0.08791,0.06213,0.05113,0.18979
617,chrX,83709230,83732022,POF1B,0.01582,0.09049,0.00958,0.0228,0.01964,0.07643,0.09602,0.01882,0.01563,0.06051,0.06588,0.11463,0.06191,0.23046,0.02461,0.02125,0.03567,0.08791,0.07188,0.04339,0.18979
618,chrX,83744287,83755958,POF1B,0.01417,0.08384,0.009,0.01971,0.0169,0.07005,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
619,chrX,84342855,84352043,CHM,0.0133,0.08971,0.00878,0.01445,0.02112,0.07317,0.09602,0.01882,0.01453,0.04786,0.06588,0.11463,0.07104,0.2029,0.02461,0.01741,0.027,0.08791,0.04934,0.05113,0.16525
620,chrX,84593470,84603976,DACH2,0.01305,0.08315,0.00878,0.01761,0.02013,0.06827,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
621,chrX,84624764,84633986,DACH2,0.01059,0.08971,0.00931,0.01829,0.02112,0.07317,0.12012,0.01716,0.02024,0.03452,0.08551,0.13081,0.06191,0.2029,0.02461,0.02705,0.02146,0.1023,0.05793,0.04339,0.16525
622,chrX,84705451,84727564,DACH2,0.01117,0.07611,0.00943,0.01343,0.0276,0.06047,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
623,chrX,84735320,84744146,DACH2,0.01404,0.08526,0.00939,0.01309,0.02612,0.08801,0.08013,0.02415,0.0143,0.05775,0.06965,0.13011,0.07626,0.21432,0.02129,0.02125,0.027,0.11922,0.05793,0.07223,0.18891
624,chrX,84821165,84833848,DACH2,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
625,chrX,84861644,84884244,DACH2,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
626,chrX,84897831,84907180,DACH2,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
627,chrX,85003451,85039519,DACH2,0.01451,0.08997,0.00902,0.02049,0.01756,0.07475,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
628,chrX,85057752,85074519,DACH2,0.01305,0.08315,0.00878,0.01761,0.02013,0.06827,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
629,chrX,85121151,85137068,DACH2,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
630,chrX,85143134,85156487,DACH2,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
631,chrX,85170757,85178897,DACH2,0.01417,0.08384,0.009,0.02438,0.0169,0.07005,0.09602,0.01882,0.01756,0.04786,0.06588,0.11463,0.05369,0.2029,0.02461,0.02599,0.027,0.08791,0.0673,0.0366,0.16525
632,chrX,85180147,85192924,DACH2,0.01206,0.08268,0.00891,0.01243,0.04204,0.06659,0.09602,0.01882,0.01453,0.07612,0.06588,0.11463,0.07104,0.26134,0.02461,0.01741,0.04685,0.08791,0.07725,0.05113,0.21717
633,chrX,85203802,85212661,DACH2,0.01305,0.08315,0.00878,0.01761,0.02013,0.06827,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
634,chrX,84735320,84744146,GEMIN8P3,0.01404,0.08526,0.00939,0.01309,0.02612,0.08801,0.08013,0.02415,0.0143,0.05775,0.06965,0.13011,0.07626,0.21432,0.02129,0.02125,0.027,0.11922,0.05793,0.07223,0.18891
635,chrX,85987364,85998172,KLHL4,0.01305,0.08315,0.00878,0.01761,0.02013,0.06827,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
636,chrX,86003981,86020980,KLHL4,0.01198,0.09725,0.00964,0.01905,0.0153,0.08168,0.12012,0.01566,0.01748,0.03452,0.08551,0.11463,0.07104,0.2029,0.02461,0.01741,0.027,0.08791,0.04934,0.05113,0.16525
637,chrX,86062240,86075349,KLHL4,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
638,chrX,86075349,86087281,KLHL4,0.0133,0.08971,0.00878,0.01829,0.02112,0.07317,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
639,chrX,90705221,90713849,PCDH11X,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
640,chrX,90722208,90731383,PCDH11X,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
641,chrX,95247617,95255695,DIAPH2,0.01117,0.07611,0.00943,0.01343,0.0276,0.06047,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
642,chrX,95441719,95451446,DIAPH2,0.01117,0.07611,0.00943,0.01343,0.0276,0.06047,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
643,chrX,95848698,95857738,DIAPH2,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
644,chrX,95925859,95935394,DIAPH2,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
645,chrX,95947221,95955392,DIAPH2,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
646,chrX,96016508,96025061,DIAPH2,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
647,chrX,99096693,99104796,SRPX2,0.01206,0.08268,0.00891,0.01564,0.03217,0.06659,0.09602,0.01882,0.01563,0.06051,0.06588,0.11463,0.06191,0.23046,0.02461,0.02125,0.03567,0.08791,0.07188,0.04339,0.18979
648,chrX,99469047,99479393,TRMT2B,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
649,chrX,99591708,99600043,CENPI,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
650,chrX,101510502,101521189,NXF3,0.0149,0.09723,0.00904,0.02139,0.01834,0.08024,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
651,chrX,102022172,102032111,TCEAL4,0.01689,0.10527,0.01098,0.01987,0.02167,0.08783,0.09602,0.03444,0.01453,0.06051,0.06588,0.16858,0.07104,0.23046,0.02461,0.03601,0.01786,0.13615,0.06213,0.05113,0.18979
652,chrX,103057777,103074361,IL1RAPL2,0.01206,0.08268,0.01015,0.01564,0.02421,0.06659,0.09602,0.02249,0.01563,0.04786,0.06588,0.13081,0.06191,0.2029,0.02461,0.02705,0.02146,0.1023,0.05793,0.04339,0.16525
653,chrX,103154060,103166415,IL1RAPL2,0.01417,0.08384,0.009,0.01971,0.0169,0.07005,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
654,chrX,103266354,103275145,IL1RAPL2,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
