,chr,start,end,WestEurasia-SouthAsia,WestEurasia-Africa,WestEurasia-CentralAsiaSiberia,WestEurasia-Oceania,WestEurasia-America,WestEurasia-EastAsia,SouthAsia-Africa,SouthAsia-CentralAsiaSiberia,SouthAsia-Oceania,SouthAsia-America,SouthAsia-EastAsia,Africa-CentralAsiaSiberia,Africa-Oceania,Africa-America,Africa-EastAsia,CentralAsiaSiberia-Oceania,CentralAsiaSiberia-America,CentralAsiaSiberia-EastAsia,Oceania-America,Oceania-EastAsia,America-EastAsia,i
8529,X,126595812,126602754,0.06965,0.03507,0.02422,0.11209,0.14747,0.12379,0.02414,0.03738,0.05609,0.46639,0.02886,0.01531,0.08472,0.34598,0.0649,0.13302,0.34026,0.09411,0.63034,0.02941,0.60161,8529.0
8547,X,134725241,134975246,0.01285,0.01242,0.06425,0.06716,0.18316,0.00876,0.01207,0.1087,0.05416,0.25343,0.01973,0.11643,0.06006,0.27246,0.01927,0.3113,0.10292,0.07778,0.49438,0.10897,0.23345,8547.0
8548,X,134749333,134807363,0.01787,0.01295,0.04853,0.04723,0.20905,0.01068,0.03365,0.0795,0.06794,0.22183,0.01693,0.03142,0.03417,0.16839,0.02302,0.02038,0.10008,0.06578,0.07843,0.0592,0.21547,8548.0
8549,X,134800913,134900920,0.02551,0.0108,0.08753,0.11087,0.07055,0.01053,0.02315,0.2202,0.08727,0.2247,0.02388,0.18187,0.1659,0.18638,0.01112,0.45869,0.0241,0.18552,0.56851,0.17311,0.19125,8549.0
8550,X,134841737,134900920,0.023,0.01071,0.0592,0.10445,0.08057,0.00958,0.02088,0.18618,0.08727,0.23601,0.02413,0.14922,0.15725,0.20514,0.01139,0.48622,0.03416,0.14563,0.57023,0.17409,0.20363,8550.0
8551,X,134841737,134975246,0.01212,0.01267,0.03819,0.07402,0.05557,0.00902,0.01206,0.07372,0.06652,0.10504,0.01999,0.08245,0.07039,0.11839,0.02137,0.26678,0.0257,0.0454,0.35572,0.12764,0.07448,8551.0
8562,X,139483154,139503793,0.01166,0.03082,0.05454,0.01497,0.44753,0.01767,0.02008,0.03549,0.02564,0.37255,0.02726,0.01592,0.03914,0.28998,0.04788,0.07407,0.26659,0.088,0.40806,0.02174,0.46762,8562.0
8563,X,139485661,139503893,0.01166,0.03082,0.05454,0.01497,0.44753,0.01767,0.02008,0.03549,0.02564,0.37255,0.02726,0.01592,0.03914,0.28998,0.04788,0.07407,0.26659,0.088,0.40806,0.02174,0.46762,8563.0
8586,X,146037797,146042345,0.0,0.22866,0.0,0.0,0.0,0.0,0.18613,0.0,0.0,0.0,0.0,0.15957,0.15109,0.1449,0.19776,0.0,0.0,0.0,0.0,0.0,0.0,8586.0
8588,X,146360192,146369374,0.01949,0.14968,0.01214,0.03007,0.18268,0.00881,0.08272,0.01789,0.06171,0.10247,0.01956,0.10229,0.16964,0.01835,0.10098,0.05587,0.19868,0.01604,0.34919,0.01962,0.09108,8588.0
8646,X,154788811,154840186,0.00886,0.05787,0.01827,0.15949,0.01066,0.01285,0.0603,0.02574,0.19101,0.01681,0.01686,0.11194,0.06213,0.06873,0.09885,0.30299,0.02814,0.01498,0.24022,0.25329,0.01709,8646.0
8647,X,154789310,154826421,0.00885,0.05665,0.01856,0.15703,0.01072,0.01312,0.0603,0.02574,0.19101,0.01681,0.01686,0.11194,0.06213,0.06873,0.09885,0.30299,0.02814,0.01498,0.24022,0.25329,0.01709,8647.0
8649,X,154908191,154948137,0.00919,0.02007,0.01587,0.13343,0.02142,0.00841,0.02772,0.01929,0.17447,0.03381,0.01256,0.04794,0.09335,0.01527,0.02158,0.24319,0.06109,0.02244,0.10717,0.16085,0.02649,8649.0
